2001;main;Lori A. Clarke;University of Massachusetts, USA
2001;main;Laura K. Dillon;Michigan State University, USA
2001;main;Elisabetta Di Nitto;Politecnico di Milano, Italy
2001;main;Matthew B. Dwyer;Kansas State University, USA
2001;main;Phyllis G. Frankl;Polytechnic University, USA
2001;main;Kokichi Futatsugi;JAIST, Japan
2001;main;Pankaj K. Garg;Hewlett Packard Laboratories, USA
2001;main;Martin Glinz;University of Zurich, Switzerland
2001;main;Katsuro Inoue;Osaka University, Japan
2001;main;Jens H. Jahnke;University of Victoria, Canada
2001;main;Mehdi Jazayeri;Technical University of Vienna, Austria
2001;main;Richard A. Kemmerer;University of California, Santa Barbara, USA
2001;main;Nicole Levy;University of Versailles en Ivelines, France
2001;main;Jeff Magee;Imperial College London, UK
2001;main;Nenad Medvidovic;University of Southern California, USA
2001;main;Leon J. Osterweil;University of Massachusetts at Amherst, USA
2001;main;Dewayne Perry;University of Texas at Austin, USA
2001;main;Alexander Ran;Nokia Research Center, USA
2001;main;David Rosenblum;University of California at Irvine, USA
2001;main;Gregg Rothermel;Oregon State University, USA
2001;main;Gregor Snelting;University of Passau, Germany
2001;main;Kevin Sullivan;University of Virginia, USA
2001;main;Peri Tarr;IBM T.J. Watson Research Center, USA
2001;main;Walter F. Tichy;University of Karlsruhe, Germany
2001;main;Jim Welsh;University of Queensland, Australia
2001;main;Linda Wills;Georgia Institute of Technology, USA
2001;main;Michal Young;University of Oregon, USA
2001;main;Albert Zündorf;University of Paderborn, Germany
2001;external;Luciano Baresi;Politecnico di Milano, Italy
2001;external;Mokrane Bouzeghoub;PRISM, France
2001;external;Giovanni Bricconi;Politecnico di Milano, Italy
2001;external;Margaret Burnett;Oregon State University, USA
2001;external;Silvano Chiaradonna;National Research Council, Italy
2001;external;Phil Cook;University of Queensland, Australia
2001;external;Andrew Coyle;University of Queensland, Australia
2001;external;Gianpaolo Cugola;Politecnico di Milano, Italy
2001;external;Andrea De Lucia;University of Sannio, Italy
2001;external;Felicita Di Giandomenico;National Research Council, Italy
2001;external;Roger Duke;University of Queensland, Australia
2001;external;Colin Fidge;University of Queensland, Australia
2001;external;Istvan Forgacs;Balthazar Ltd., Hungary
2001;external;Norbert Fuchs;University of Zurich, Switzerland
2001;external;Matthias Gehrke;University of Paderborn, Germany
2001;external;Morven Gentleman;Dalhousie University, Canada
2001;external;Carlo Ghezzi;Politecnico di Milano, Italy
2001;external;Beki Grinter;Xerox Parc, USA
2001;external;William Harrison;IBM T.J. Watson Research Center, USA
2001;external;Susan Horwitz;University of Wisconsin, USA
2001;external;Chiyo Iida;JAIST, Japan
2001;external;Shusaku Iida;JAIST, Japan
2001;external;Valerie Issarny;INRIA-Rocquencourt
2001;external;Hannu-Matti Jaervinen;Tampere University of Technology, Finland
2001;external;Clemens Kerer;Technical University of Vienna, Austria
2001;external;Soon-Keong Kim;University of Queensland, Australia
2001;external;Jens Krinke;University of Passau, Germany
2001;external;Luigi Lavazza;Politecnico di Milano, Italy
2001;external;David Leadbetter;University of Queensland, Australia
2001;external;Nancy Leveson;Massachusetts Institute of Technology, USA
2001;external;Donglin Liang;Georgia Institute of Technology, USA
2001;external;Peter Lindsay;University of Queensland, Australia
2001;external;Francis Losavio;University of Venezuela, Venezuela
2001;external;R. Marcano-Kamenoff;PRISM, France
2001;external;Eda Marchetti;University of Pisa, Italy
2001;external;Cecilia Mascolo;University College London, UK
2001;external;Michihiro Matsumoto;JAIST, Japan
2001;external;Katharina Mehner;University of Paderborn, Germany
2001;external;Mattia Monga;Politecnico di Milano, Italy
2001;external;Akira Mori;Kyoto University, Japan
2001;external;Kazuki Nakamura;JAIST, Japan
2001;external;Ulrich Nickel;University of Paderborn, Germany
2001;external;Joerg Niere;University of Paderborn, Germany
2001;external;Kazuhiro Ogata;JAIST, Japan
2001;external;Frank Padberg;University of Karlsruhe, Germany
2001;external;Gian Pietro Picco;Politecnico di Milano, Italy
2001;external;Anne Pidduck;University of Waterloo, Canada
2001;external;Sara Porat;IBM Haifa Research Lab, Israel
2001;external;Adam Porter;University of Maryland, College Park, USA
2001;external;Sriram K. Rajamani;Microsoft, USA
2001;external;Amar Ramdane-Cherif;PRISM, France
2001;external;Debra Richardson;University of California at Irvine, USA
2001;external;Peter Robinson;University of Cambridge, UK
2001;external;Johannes Ryser;University of Zurich, Switzerland
2001;external;Nancy Schett;University of Zurich, Switzerland
2001;external;Stuart Steele;Polytechnic University, USA
2001;external;Paul Strooper;University of Queensland, Australia
2001;external;Giovanni Vigna;University of California, Santa Barbara, USA
2001;external;Joerg Wadsack;University of Paderborn, Germany
2001;external;Yaron Weinsberg;Technion Israel Institute of Technology, Israel
2001;external;Craig Wittenberg;Microsoft Research, USA
2001;external;Yong Xia;University of Zurich, Switzerland
2001;external;Apostolos Zarras;IRISA, France
2001;external;Gabi Zodik;IBM Haifa Research Lab, Israel
2000;main;Carlo Ghezzi;Italy
2000;main;Mehdi Jazayeri;Technical University of Vienna, Austria
2000;main;Alexander L. Wolf;University of Colorado at Boulder, USA
2000;main;Kenneth M. Anderson;University of Colorado at Boulder, USA
2000;main;Antonia Bertolino;CNR, Italy
2000;main;Lionel Briand;Carleton University, Canada
2000;main;S.C. Cheung;Hong Kong University of Science and Technology, Hong Kong
2000;main;J. Cook;New Mexico State University, USA
2000;main;P. Devanbu;University of California at Davis, USA
2000;main;M. Dwyer;Kansas State University, USA
2000;main;W. Emmerich;University College London, UK
2000;main;Jacky Estublier;LSR-IMAG, France
2000;main;Harald Gall;Technical University of Vienna, Austria
2000;main;P. Garg;Hewlett Packard Laboratories, USA
2000;main;M. Glinz;University of Zurich, Switzerland
2000;main;W. Griswold;University of California San Diego, USA
2000;main;M. Harrold;Georgia Tech University, USA
2000;main;C. Heitmeyer;Naval Research Laboratory, USA
2000;main;Daniel Hoffman;University of Victoria, Canada
2000;main;E. Hull;University of Ulster, UK
2000;main;Paola Inverardi;Universita dell’Aquila, Italy
2000;main;R. Kemmerer;University of California, Santa Barbara, USA
2000;main;K. Koskimies;Tampere University of Technology, Finland
2000;main;J. Kramer;Imperial College London, UK
2000;main;G. Leavens;Iowa State University, USA
2000;main;Daniel Le Metayer;IRISA/INRIA Rennes, France
2000;main;Bev Littlewood;City University, London, UK
2000;main;W. Melo;Oracle Brazil and Catholic University of Brazil, Brazil
2000;main;K. Nakakoji;Nara Institute of Science and Technology, Japan
2000;main;Oscar Nierstrasz;University of Berne, Switzerland
2000;main;Bashar Nuseibeh;Imperial College London, UK
2000;main;Leon J. Osterweil;University of Massachusetts at Amherst, USA
2000;main;Jens Palsberg;Purdue University, USA
2000;main;M. Pezze;Politecnico di Milano, Italy
2000;main;W. Prinz;GMD FIT, Germany
2000;main;Alexander Ran;Nokia Research Center, USA
2000;main;Gruia-Catalin Roman;Washington University in St. Louis, USA
2000;main;David Rosenblum;University of California at Irvine, USA
2000;main;Gregg Rothermel;Oregon State University, USA
2000;main;K. Ryan;University of Limerick, Ireland
2000;main;H. Saiedian;University of Nebraska at Omaha, USA
2000;main;M. Saeki;Tokyo Institute of Technology, Japan
2000;main;W. Schaefer;University of Paderborn, Germany
2000;main;Clemens Szyperski;Microsoft Research, USA
2000;main;Richard N. Taylor;University of California at Irvine, USA
2000;main;Giovanni Vigna;University of California, Santa Barbara, USA
2000;main;D.Yankelevich;Universidad de Buenos Aires, Argentina
1999;main;Lori A. Clarke;U Mass, USA
1999;main;Paulo R. F. Cunha;U Federal de Pernarnbuco, Brazil
1999;main;Jean Claude Derniame;LORIA, France
1999;main;Premkumar Devanbu;University of California at Davis, USA
1999;main;Laura K. Dillon;Michigan State University, USA
1999;main;Anthony Finkelstein;University College London, UK
1999;main;Alfonso Fuggetta;Politecnico di Milano, Italy
1999;main;Kokichi Futatsugi;JAIST, Japan
1999;main;John Gannon;U of Maryland, USA
1999;main;Marie-Claude Gaudel;U Paris-Sud, France
1999;main;Carlo Ghezzi;Politecnico di Milano, Italy
1999;main;Martin Griss;HP Labs, USA
1999;main;Mary Jean Harrold;Ohio State University, USA
1999;main;James Hook;Oregon Graduate Insiizurer, USA
1999;main;Stefan Jahnichen;Tech U Berlin, Germany
1999;main;Gregory F. Johnson;Northrop-Grumman, USA
1999;main;Ralph Johnson;U Illinois, USA
1999;main;Kumiyo Nakakoji;NAISZ Japan
1999;main;Axel van Lamsweerde;Universite Catholique de Louvain, Belgium
1999;main;Daniel Le Metayer;IRISA/INRIA Rennes, France
1999;main;Nicole Levy;U Henri Poincare, France
1999;main;Jeffrey N. Magee;Imperial College London, UK
1999;main;Aloysius K. Mok;U Texas at Austin, USA
1999;main;Gail Murphy;U British Columbia, Canada
1999;main;David Notkin;University of Washington at Seattle, USA
1999;main;Bashar Nllseibeh;Imperial College London, UK
1999;main;Harold Ossher;IBM, USA
1999;main;Mike Papazoglou;Tilburg U, Netherlands
1999;main;Shari Lawrence Ptleeger;System/Software Inc, USA
1999;main;Adam Porter;U of Maryland, USA
1999;main;Spencer Rugaber;Georgia Inst of Tech, USA
1999;main;David Schmidt;Kansas State University, USA
1999;main;Mary Shaw;CMU, USA
1999;main;Kevin Sullivan;University of Virginia, USA
1999;main;Richard N. Taylor;University of California at Irvine, USA
1999;main;Michal Young;U Oregon, USA
1999;main;Alexander L. Wolf;University of Colorado, USA
1999;main;Gregory D. Abowd;Georgia Inst of Tech, USA
1999;main;Joanne Atlee;U Waterloo, Canada
1999;main;George Avrunin;U Mass, USA
1999;main;Alan Brown;Sterling Corp, USA
1999;main;David Garlan;Carnegie Mellon University, USA
1999;main;Jeff Kramer;Imperial College London, UK
1998;main;Kokichi Futatsugi;JAIST, Japan
1998;main;Richard A. Kemmerer;UCSB, USA
1998;main;Betty Cheng;Michigan State University, USA
1998;main;Shing-Chi Cheung;Hong Kong University of Science and Technology, Hong Kong
1998;main;Lori A. Clarke;University of Massachusetts, USA
1998;main;Michael Cusumano;MIT, USA
1998;main;Premkumar Devanbu;University of California at Davis, USA
1998;main;Alfonso Fuggetta;Politecnico di Milano, Italy
1998;main;John Gannon;U of Maryland, USA
1998;main;David Garlan;Carnegie Mellon University, USA
1998;main;Richard Gerber;U of Maryland, USA
1998;main;Carlo Ghezzi;Politecnico di Milano, Italy
1998;main;William Griswold;University of California at San Diego, USA
1998;main;Daniel Hoffman;University of Victoria, Canada
1998;main;Shinichi Honiden;Toshiba, Japan
1998;main;Susan Horwitz;University of Wisconsin, USA
1998;main;Katsuro Inoue;Osaka University, Japan
1998;main;Joxan Jaffar;National University of Singapore, Singapore
1998;main;Mehdi Jazayeri;TU Vienna, Austria
1998;main;Ross Jeffery;U of New South Wales, Australia
1998;main;Dehua Ju;East China U of Sci and Tech, China
1998;main;Kyo C. Kang;Pohang U of Sci and Tech, Korea
1998;main;John C. Knight;University of Virginia, USA
1998;main;Jeff Kramer;Imperial College of Sci Tech and Medicine, UK
1998;main;Reino Kurki-Suonio;Tampere University of Technology, Finland
1998;main;Axel van Lamsweerde;Universite Catholique de Louvain, Belgium
1998;main;Nancy Leveson;U of Washington, USA
1998;main;Klaus-Peter Lohr;Freie University Berlin, Germany
1998;main;Mark Moriconi;SRI, USA
1998;main;Kumiyo Nakakoji;SRA & NAIST, Japan
1998;main;Dewayne Perry;Bell Lab, USA
1998;main;Adam Porter;U of Maryland, USA
1998;main;Gruia-Catalin Roman;Washington University in St. Louis, USA
1998;main;Motoshi Saeki;Tokyo Inst. of Tech., Japan
1998;main;Wilhelm Schafer;U Paderborn, Germany
1998;main;Will Tracz;Lockheed Martin Federal Systems, USA
1998;main;Alexander L. Wolf;University of Colorado, USA
1998;main;Michal Young;U Oregon, USA
1997;main;Alfonso Fuggetta;Politecnico di Milano, Italy
1997;main;Richard N. Taylor;University of California at Irvine, USA
1997;main;Anthony I. Wasserman;Software Methods & Tools, California, USA
1997;main;Guillermo Arango;USA
1997;main;David Barstow;USA
1997;main;Don Batory;USA
1997;main;Martin Cagan;USA
1997;main;Aniello Cimitile;Italy
1997;main;Bruce Croft;USA
1997;main;Michael Cusumano;USA
1997;main;Jean Claude Derniame;France
1997;main;Laura K. Dillon;USA
1997;main;David Eichmann;USA
1997;main;Jacky Estublier;France
1997;main;Herm Fischer;USA
1997;main;Kokichi Futatsugi;Japan
1997;main;John Gannon;USA
1997;main;David Garlan;Carnegie Mellon University, USA
1997;main;Marie-Claude Gaudel;France
1997;main;Sol Greenspan;USA
1997;main;William Griswold;USA
1997;main;Jonathan Grudin;USA
1997;main;Mehdi Harandi;USA
1997;main;Mary Jean Harrold;USA
1997;main;Paola Inverardi;Italy
1997;main;Ellen Isaacs;USA
1997;main;Matthias Jarke;Germany
1997;main;Ross Jeffery;Australia
1997;main;Takuya Katayama;Japan
1997;main;Richard A. Kemmerer;USA
1997;main;Jeffrey Kramer;UK
1997;main;Mark Linton;USA
1997;main;Bev Littlewood;UK
1997;main;Tom Maibaum;UK
1997;main;John McHugh;USA
1997;main;Mark Moriconi;USA
1997;main;John Mylopoulos;Canada
1997;main;Oscar Nierstrasz;Switzerland
1997;main;David Notkin;University of Washington at Seattle, USA
1997;main;Dewayne Perry;USA
1997;main;Mauro Pezze;Italy
1997;main;Adam Porter;USA
1997;main;David Rosenblum;USA
1997;main;Will Tracz;USA
1997;main;Axel van Lamsweerde;Belgium
1997;main;Lawrence Votta;USA
1997;main;Bruce Waddington;USA
1997;main;Brian Warboys;UK
1997;main;Martin Wirsing;Germany
1997;main;Alexander L. Wolf;USA
1996;main;Tom Maibaum;Imperial College London, UK
1996;main;M. Zelkowitz;University of Maryland, USA
1996;main;R. Adrion;University of Massachusetts, USA
1996;main;W. Agresti;MITRE, USA
1996;main;Lionel Briand;GRIM, Canada
1996;main;D. Carney;SEI, USA
1996;main;P. Cunha;University of Pemambuco, Brazil
1996;main;A. Davis;University of Colorado, USA
1996;main;J-C. Dermiame;GRIN, France
1996;main;G. Fagerhus;Q-Labs, Sweden
1996;main;S. Feldman;Bellcore, USA
1996;main;José Luiz Fiadeiro;University of Lisbon, Portugal
1996;main;Anthony Finkelstein;City University, London, UK
1996;main;Alfonso Fuggetta;Politecnico di Milano, Italy
1996;main;Sol Greenspan;GTE, USA
1996;main;Tibor Gyimothy;University of Szeged, Hungary
1996;main;M. Harrold;Clemson University, USA
1996;main;C. Heitmeyer;NRL, USA
1996;main;P. Jalote;Indian Institute of Technology, India
1996;main;M. Lemoine;CERT, France
1996;main;Klaus-Peter Lohr;Freie University Berlin, Germany
1996;main;Chris D. Marlin;Flinders University, Australia
1996;main;F. McGarry;CSC,USA
1996;main;G. Merbeth;Soflab, Germany
1996;main;M. Mtihlhauser;University of Linz, Austria
1996;main;F. Paulisch;Siemens, Germany
1996;main;I. Pottosin;Russian Academy of Sciences, Russia
1996;main;M. Saeki;Tokyo Institute of Technology, Japan
1996;main;V. Shen;Hong Kong University, Hong Kong
1996;main;D. Smith;Kestrel Institute, USA
1996;main;T. Tamai;University of Tokyo, Japan
1996;main;Richard N. Taylor;University of California at Irvine, USA
1996;main;W. Tracz;Loral, USA
1996;main;W. Turski;Warsaw University, Poland
1996;main;Lawrence Votta;AT&T Research Labs, USA
1995;main;Ross Jeffery;University of New South Wales
1995;main;David Notkin;University of Washington at Seattle, USA
1995;main;R. Balzer;USA
1995;main;L. Dillon;USA
1995;main;Anne Duncan;USA
1995;main;Jacky Estublier;France
1995;main;M. Feather;USA
1995;main;Alfonso Fuggetta;Italy
1995;main;David Garlan;Carnegie Mellon University, USA
1995;main;W. Griswold;USA
1995;main;Anthony Hall;UK
1995;main;Mary Jean Harrold;USA
1995;main;Katsuro Inoue;Osaka University, Japan
1995;main;Gail Kaiser;USA
1995;main;B. Magnusson;Sweden
1995;main;T. Maibaum;UK
1995;main;S. Matsuoka;Japan
1995;main;J. McHugh;USA
1995;main;R. Offen;Australia
1995;main;F. Paulisch;Germany
1995;main;E. Plödereder;Germany
1995;main;C. Potts;USA
1995;main;Ruben Prieto-Diaz;USA
1995;main;X. Qian;USA
1995;main;Dieter Rombach;Germany
1995;main;J. Verner;Hong Kong
1995;main;Lawrence Votta;USA
1995;main;J. Welsh;Australia
1995;main;Jeannette Wing;USA
1995;main;Alexander L. Wolf;USA
1995;main;M. Zelkowitz;USA
1994;main;R. Adrion;USA
1994;main;L. Clarke;USA
1994;main;M. Feather;USA
1994;main;S. Feldman;USA
1994;main;S. Fickas;USA
1994;main;J.P. Finance;France
1994;main;Anthony Finkelstein;UK
1994;main;Alfonso Fuggetta;Italy
1994;main;Kokichi Futatsugi;Japan
1994;main;David Garlan;Carnegie Mellon University, USA
1994;main;C. Ghezzi;Italy
1994;main;R. Jacquart;France
1994;main;R. Jeffery;Australia
1994;main;Takuya Katayama;Japan
1994;main;R. Kemmerer;USA
1994;main;B. Lang;France
1994;main;N. Leveson;USA
1994;main;T. Maibaum;UK
1994;main;Carlo Montangero;Italy
1994;main;David Notkin;University of Washington at Seattle, USA
1994;main;Dewayne Perry;USA
1994;main;W. Schaefer;Germany
1994;main;Richard N. Taylor;USA
1994;main;I. Thomas;USA
1994;main;Koji Torii;Japan
1994;main;Jeannette Wing;USA
1994;main;J.C. Woodcock;UK
1994;main;P. Zave;USA
1994;main;Axel van Lamsweerde;Universite Catholique de Louvain, Belgium
1994;main;Leon J. Osterweil;University of California at Irvine, USA
